serial,setting,dataset_name,method,n_cluster_ratio,extractor_layer,model_name_extractor,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
32,,all,hideit_base_patch16_224.fb_in1k,,,,35.9444,15.8968,51.833333333333336,0.01,11.666666666666666,44.22603509171967,-47.248147489653846,35.9444\pm{15.8968},35.9444+-15.8968
32,,all,hivit_base_patch16_224_miil.in21k,,,,36.2667,18.2121,53.833333333333336,0.03,8.333333333333334,50.21716179973229,-54.13410042011141,36.2667\pm{18.2121},36.2667+-18.2121
32,,all,hideit3_base_patch16_224.fb_in1k,,,,30.4444,18.0603,48.5,5e-05,1.6666666666666667,59.32207826414627,-53.58761069861213,30.4444\pm{18.0603},30.4444+-18.0603
32,,all,hideit3_base_patch16_224.fb_in22k_ft_in1k,,,,32.1,20.4026,58.333333333333336,5e-06,6.333333333333333,63.55954583047495,-60.57224717644263,32.1\pm{20.4026},32.1+-20.4026
32,,all,hivit_base_patch16_224.in1k_mocov3,,,,65.5518,29.6166,92.33926128590971,0.01,5.166666666666667,45.180425202717274,-88.39796172103412,65.5518\pm{29.6166},65.5518+-29.6166
32,,all,hivit_base_patch16_224.dino,,,,51.6498,32.0766,89.19891989198919,0.003,3.19611988558637,62.103948387411,-95.60862936590024,51.6498\pm{32.0766},51.6498+-32.0766
32,,all,hivit_base_patch16_clip_224.laion2b,,,,43.4333,11.2834,58.833333333333336,5e-06,28.166666666666668,25.978759893251425,-33.59053654197409,43.4333\pm{11.2834},43.4333+-11.2834
32,,all,hivit_base_patch16_siglip_224.v2_webli,,,,63.168,27.7372,95.52294490734984,0.003,7.014052978485263,43.91030137784896,-82.77263240983352,63.168\pm{27.7372},63.168+-27.7372
32,,all,hivit_base_patch16_224.mae,,,,48.5667,10.5842,58.833333333333336,0.0001,32.166666666666664,21.793198472714323,-31.534758190017627,48.5667\pm{10.5842},48.5667+-10.5842
32,,all,deit3_base_patch16_224.fb_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,deit3_base_patch16_224.fb_in22k_ft_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,deit_base_patch16_224.fb_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.a1_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.fb_ssl_yfcc100m_ft_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.fb_swsl_ig1b_ft_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.gluon_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.tv2_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,resnet50.tv_in1k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,vit_base_patch16_224.dino,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,vit_base_patch16_224.mae,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,vit_base_patch16_224.orig_in21k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,vit_base_patch16_224_miil.in21k,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,all,vit_base_patch16_clip_224.laion2b,,,,,,,,,,,nan\pm{nan},nan+-nan
32,,aircraft_baseline,hiresnet50.in21k_miil,,,,90.7921,1.5445,92.97929792979298,0.0001,87.51875187518752,1.7010992222359287,-4.616379067550947,90.7921\pm{1.5445},90.7921+-1.5445
32,,cars_baseline,hiresnet50.in21k_miil,,,,92.3753,0.6278,93.55801517224226,0.0001,91.24487004103968,0.679671392926182,-1.876749290118638,92.3753\pm{0.6278},92.3753+-0.6278
32,,cub_baseline,hiresnet50.in21k_miil,,,,86.2392,2.916,88.67794269934414,0.01,80.25543665861235,3.381305170198101,-8.714219849883548,86.2392\pm{2.916},86.2392+-2.916
32,,aircraft_baseline,hiresnet50.in1k_supcon,,,,91.3081,2.128,93.3093309330933,0.03,86.43864386438644,2.3306039839714345,-6.36078676341885,91.3081\pm{2.128},91.3081+-2.128
32,,cars_baseline,hiresnet50.in1k_supcon,,,,91.2983,4.1116,94.17982837955478,0.03,83.16129834597687,4.503428916379356,-12.289634049531307,91.2983\pm{4.1116},91.2983+-4.1116
32,,cub_baseline,hiresnet50.in1k_supcon,,,,81.0252,6.2325,86.52053848809113,0.01,65.58508802209182,7.691991489523257,-18.620434199731562,81.0252\pm{6.2325},81.0252+-6.2325
32,,aircraft_baseline,hiresnet50.in1k_swav,,,,90.7651,1.5773,92.40924092409242,0.0001,87.48874887488749,1.7377767265530648,-4.714505358898585,90.7651\pm{1.5773},90.7651+-1.5773
32,,cars_baseline,hiresnet50.in1k_swav,,,,92.5333,0.6656,93.63263275711977,0.0001,91.35679641835593,0.7193091969065499,-1.9896078073604488,92.5333\pm{0.6656},92.5333+-0.6656
32,,cub_baseline,hiresnet50.in1k_swav,,,,84.7877,2.1724,86.41698308595099,5e-05,79.34069727304107,2.5621968034893543,-6.491662127661587,84.7877\pm{2.1724},84.7877+-2.1724
32,,aircraft_baseline,hiresnet50.in1k_mocov3,,,,90.9661,1.4327,92.67926792679268,0.0001,88.02880288028803,1.5750097142708555,-4.282424477742806,90.9661\pm{1.4327},90.9661+-1.4327
32,,cars_baseline,hiresnet50.in1k_mocov3,,,,92.6216,0.6829,93.68237781370476,0.0001,91.40654147494092,0.7373306586188684,-2.0414082676691576,92.6216\pm{0.6829},92.6216+-0.6829
32,,cub_baseline,hiresnet50.in1k_mocov3,,,,83.5899,2.3789,85.62305833620987,0.03,78.33966171901967,2.84587584812384,-7.108137327625104,83.5899\pm{2.3789},83.5899+-2.3789
32,,aircraft_baseline,hiresnet50.in1k_spark,,,,87.3837,2.6284,90.57905790579058,5e-05,82.2982298229823,3.0078267915111567,-7.854976214781775,87.3837\pm{2.6284},87.3837+-2.6284
32,,cars_baseline,hiresnet50.in1k_spark,,,,87.3896,4.674,91.8418107200597,0.01,78.92053227210546,5.348413273643823,-13.968391283466202,87.3896\pm{4.674},87.3896+-4.674
32,,cub_baseline,hiresnet50.in1k_spark,,,,71.2427,7.5846,77.66655160510874,5e-05,55.95443562305834,10.646134073790055,-22.647307504510934,71.2427\pm{7.5846},71.2427+-7.5846
32,,aircraft_baseline,hivit_base_patch16_224.in1k_mocov3,,,,80.306,14.7774,89.34893489348934,0.01,40.47404740474048,18.40135613923777,-44.14818251627083,80.306\pm{14.7774},80.306+-14.7774
32,,cars_baseline,hivit_base_patch16_224.in1k_mocov3,,,,74.9372,32.4598,92.33926128590971,0.01,9.2898893172491,43.315983717159476,-96.94619214062514,74.9372\pm{32.4598},74.9372+-32.4598
32,,cub_baseline,hivit_base_patch16_224.in1k_mocov3,,,,78.564,14.2454,88.10838798757335,0.01,41.45667932343804,18.132164833227677,-42.55475756508801,78.564\pm{14.2454},78.564+-14.2454
32,,aircraft_baseline,hivit_base_patch16_224.dino,,,,56.4326,35.5019,89.19891989198919,0.003,4.8004800480048,62.9102112304297,-105.87658312920355,56.4326\pm{35.5019},56.4326+-35.5019
32,,cars_baseline,hivit_base_patch16_224.dino,,,,52.8006,39.4507,88.83223479666708,5e-06,3.19611988558637,74.71627873625485,-117.6048722694154,52.8006\pm{39.4507},52.8006+-39.4507
32,,cub_baseline,hivit_base_patch16_224.dino,,,,54.7342,31.6756,85.41594753192959,0.003,10.959613393165345,57.87167850591509,-94.44809752930493,54.7342\pm{31.6756},54.7342+-31.6756
32,,aircraft_baseline,hivit_base_patch16_siglip_224.v2_webli,,,,80.003,23.3529,93.63936393639364,0.003,22.952295229522957,29.190007680421378,-69.76674571963467,80.003\pm{23.3529},80.003+-23.3529
32,,cars_baseline,hivit_base_patch16_siglip_224.v2_webli,,,,66.4796,32.7879,95.52294490734984,0.003,7.014052978485263,49.320196394206064,-97.87041258018596,66.4796\pm{32.7879},66.4796+-32.7879
32,,cub_baseline,hivit_base_patch16_siglip_224.v2_webli,,,,66.613,27.2512,87.81498101484294,0.01,19.19226786330687,40.90977076850646,-81.34454384189728,66.613\pm{27.2512},66.613+-27.2512
40,,all,hiresnet50.tv_in1k,25.0,-1.0,hiresnet50.tv_in1k,88.7799,5.0201,94.20470090784728,0.03,75.59544356230583,5.6545101215174265,-15.003662939701792,88.7799\pm{5.0201},88.7799+-5.0201
40,,all,hiresnet50.tv_in1k,50.0,-1.0,hiresnet50.tv_in1k,88.7438,5.0412,93.90623056833728,0.01,74.55988954090438,5.680657887717242,-15.06688417283496,88.7438\pm{5.0412},88.7438+-5.0412
40,,all,hiresnet50.tv_in1k,70.0,-1.0,hiresnet50.tv_in1k,88.8315,5.1553,94.15495585126229,0.01,73.36900241629272,5.803414716492815,-15.40774162706159,88.8315\pm{5.1553},88.8315+-5.1553
40,,all,hiresnet50.gluon_in1k,25.0,-1.0,hiresnet50.gluon_in1k,88.1021,5.4165,94.11764705882354,0.03,71.71211598205039,6.148025863129797,-16.1881369257107,88.1021\pm{5.4165},88.1021+-5.4165
40,,all,hiresnet50.gluon_in1k,50.0,-1.0,hiresnet50.gluon_in1k,88.0227,5.9259,93.83161298345976,0.03,68.29478771142561,6.732203492402847,-17.71028421884031,88.0227\pm{5.9259},88.0227+-5.9259
40,,all,hiresnet50.gluon_in1k,70.0,-1.0,hiresnet50.gluon_in1k,88.2269,5.5503,94.21713717199351,0.03,70.90093199861926,6.290940155726934,-16.58798760370133,88.2269\pm{5.5503},88.2269+-5.5503
40,,all,hiresnet50.in21k_miil,25.0,-1.0,hiresnet50.in21k_miil,88.4603,3.0925,92.13921392139214,0.0005,80.87676907145323,3.4959710873109326,-9.242683629614026,88.4603\pm{3.0925},88.4603+-3.0925
40,,all,hiresnet50.in21k_miil,50.0,-1.0,hiresnet50.in21k_miil,88.7077,3.2198,92.52925292529252,0.0001,80.89402830514325,3.6297080625043483,-9.62319949721746,88.7077\pm{3.2198},88.7077+-3.2198
40,,all,hiresnet50.in21k_miil,70.0,-1.0,hiresnet50.in21k_miil,91.1011,1.2725,92.67926792679268,0.0001,88.86888688868886,1.3967597961352056,-3.8034234416290507,91.1011\pm{1.2725},91.1011+-1.2725
40,,all,hiresnet50.a1_in1k,25.0,-1.0,hiresnet50.a1_in1k,87.9217,3.9046,92.86158438005224,0.0001,79.84121505005177,4.44100689168198,-11.669422646281589,87.9217\pm{3.9046},87.9217+-3.9046
40,,all,hiresnet50.a1_in1k,50.0,-1.0,hiresnet50.a1_in1k,87.702,4.3116,93.01081954980724,0.0001,78.04625474628926,4.916146970299348,-12.885509638734892,87.702\pm{4.3116},87.702+-4.3116
40,,all,hiresnet50.a1_in1k,70.0,-1.0,hiresnet50.a1_in1k,87.7966,4.1535,92.998383285661,0.0001,79.53054884363134,4.730869410158856,-12.413322734614237,87.7966\pm{4.1535},87.7966+-4.1535
40,,all,hiresnet50.tv2_in1k,25.0,-1.0,hiresnet50.tv2_in1k,89.3603,4.3783,93.93110309662976,0.03,79.39247497411115,4.899641268538657,-13.086012928179692,89.3603\pm{4.3783},89.3603+-4.3783
40,,all,hiresnet50.tv2_in1k,50.0,-1.0,hiresnet50.tv2_in1k,89.347,4.3079,94.16739211540852,0.03,79.73765964791163,4.82151409499687,-12.875421304911594,89.347\pm{4.3079},89.347+-4.3079
40,,all,hiresnet50.tv2_in1k,70.0,-1.0,hiresnet50.tv2_in1k,89.4176,4.3482,94.03059320979978,0.01,79.30617880566103,4.862779033496743,-12.99590826330911,89.4176\pm{4.3482},89.4176+-4.3482
40,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,25.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,87.9752,6.1863,94.29175475687104,0.03,65.80945806006213,7.031885768946424,-18.488633571241365,87.9752\pm{6.1863},87.9752+-6.1863
40,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,50.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,87.9992,5.9644,94.14251958711604,0.03,69.08871246116672,6.777768936813736,-17.825367006684335,87.9992\pm{5.9644},87.9992+-5.9644
40,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,70.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,87.5929,6.6289,94.26688222857854,0.03,63.80738695201933,7.567864779930694,-19.811053250946554,87.5929\pm{6.6289},87.5929+-6.6289
40,,all,hiresnet50.fb_ssl_yfcc100m_ft_in1k,25.0,-1.0,hiresnet50.fb_ssl_yfcc100m_ft_in1k,87.8124,5.5153,94.13008332296978,0.03,70.88367276492924,6.280792608341286,-16.48312802868116,87.8124\pm{5.5153},87.8124+-5.5153
40,,all,hiresnet50.fb_ssl_yfcc100m_ft_in1k,50.0,-1.0,hiresnet50.fb_ssl_yfcc100m_ft_in1k,87.8702,6.2937,94.14251958711604,0.03,64.63583016914049,7.162481021768666,-18.80942413040157,87.8702\pm{6.2937},87.8702+-6.2937
40,,all,hiresnet50.fb_ssl_yfcc100m_ft_in1k,70.0,-1.0,hiresnet50.fb_ssl_yfcc100m_ft_in1k,88.1396,5.945,94.13008332296978,0.03,67.15567828788402,6.744977929600678,-17.76753089060301,88.1396\pm{5.945},88.1396+-5.945
40,,all,hiresnet50.in1k_supcon,25.0,-1.0,hiresnet50.in1k_supcon,88.1854,5.8955,94.2295734361398,0.03,69.67552640662754,6.6853485771571535,-17.61965145574855,88.1854\pm{5.8955},88.1854+-5.8955
40,,all,hiresnet50.in1k_supcon,50.0,-1.0,hiresnet50.in1k_supcon,87.9094,6.1981,94.17982837955478,0.03,66.91404901622369,7.0505306361096585,-18.523724978096883,87.9094\pm{6.1981},87.9094+-6.1981
40,,all,hiresnet50.in1k_supcon,70.0,-1.0,hiresnet50.in1k_supcon,88.1909,6.0953,94.25444596443228,0.01,68.46738004832585,6.911444928449553,-18.216683582723576,88.1909\pm{6.0953},88.1909+-6.0953
40,,all,hiresnet50.in1k_swav,25.0,-1.0,hiresnet50.in1k_swav,89.3811,3.7374,93.73212287028976,0.0001,81.03210217466345,4.181475698220007,-11.170530062960024,89.3811\pm{3.7374},89.3811+-3.7374
40,,all,hiresnet50.in1k_swav,50.0,-1.0,hiresnet50.in1k_swav,91.86,1.5076,93.96841188906852,0.0001,88.35883588358836,1.6412183018104585,-4.506456772969179,91.86\pm{1.5076},91.86+-1.5076
40,,all,hiresnet50.in1k_swav,70.0,-1.0,hiresnet50.in1k_swav,92.007,1.375,93.94353936077604,0.0001,88.62886288628863,1.4945030967086352,-4.110195871753509,92.007\pm{1.375},92.007+-1.375
40,,all,hiresnet50.in1k_mocov3,25.0,-1.0,hiresnet50.in1k_mocov3,90.0667,4.1047,93.545578908096,0.0001,79.51328960994132,4.55739231750387,-12.268508325307925,90.0667\pm{4.1047},90.0667+-4.1047
40,,all,hiresnet50.in1k_mocov3,50.0,-1.0,hiresnet50.in1k_mocov3,92.1821,1.1242,93.80674045516729,0.0001,89.28892889288929,1.2195114375293854,-3.3603201663871185,92.1821\pm{1.1242},92.1821+-1.1242
40,,all,hiresnet50.in1k_mocov3,70.0,-1.0,hiresnet50.in1k_mocov3,92.1118,1.1579,93.65750528541226,0.0001,89.04890489048906,1.2570334495362117,-3.4610574094447832,92.1118\pm{1.1579},92.1118+-1.1579
40,,all,hiresnet50.in1k_spark,25.0,-1.0,hiresnet50.in1k_spark,82.4635,8.737,92.12784479542346,5e-05,60.010355540214015,10.59500658211074,-26.10508902211186,82.4635\pm{8.737},82.4635+-8.737
40,,all,hiresnet50.in1k_spark,50.0,-1.0,hiresnet50.in1k_spark,82.0733,9.4498,91.90399204079095,0.01,59.302726958923024,11.513883956092407,-28.234318433511675,82.0733\pm{9.4498},82.0733+-9.4498
40,,all,hiresnet50.in1k_spark,70.0,-1.0,hiresnet50.in1k_spark,82.3036,8.9798,92.52580524810348,5e-05,58.64687607870211,10.91061892869768,-26.83039659841833,82.3036\pm{8.9798},82.3036+-8.9798
40,,all,hivit_base_patch16_224.orig_in21k,25.0,-1.0,hivit_base_patch16_224.orig_in21k,83.1478,10.6013,91.65526675786592,0.03,47.06593027269589,12.749959317107654,-31.676421690952512,83.1478\pm{10.6013},83.1478+-10.6013
40,,all,hivit_base_patch16_224.orig_in21k,50.0,-1.0,hivit_base_patch16_224.orig_in21k,80.6933,16.8166,91.59308543713468,0.03,12.883969655515482,20.840140102298115,-50.24139503046524,80.6933\pm{16.8166},80.6933+-16.8166
40,,all,hivit_base_patch16_224.orig_in21k,70.0,-1.0,hivit_base_patch16_224.orig_in21k,81.854,12.5272,91.85424698420594,0.03,39.18391839183919,15.304328310496556,-37.42859314880953,81.854\pm{12.5272},81.854+-12.5272
40,,all,hideit_base_patch16_224.fb_in1k,25.0,-1.0,hideit_base_patch16_224.fb_in1k,83.4321,13.874,92.93620196492974,0.03,24.387297204004145,16.629071533586202,-41.455678262179816,83.4321\pm{13.874},83.4321+-13.874
40,,all,hideit_base_patch16_224.fb_in1k,50.0,-1.0,hideit_base_patch16_224.fb_in1k,82.1432,17.945,92.91132943663725,0.03,13.717199353314264,21.846037841857317,-53.616617112743256,82.1432\pm{17.945},82.1432+-17.945
40,,all,hideit_base_patch16_224.fb_in1k,70.0,-1.0,hideit_base_patch16_224.fb_in1k,82.7619,15.5685,92.998383285661,0.01,21.80077104837707,18.811205151870954,-46.51744689333331,82.7619\pm{15.5685},82.7619+-15.5685
40,,all,hivit_base_patch16_224_miil.in21k,25.0,-1.0,hivit_base_patch16_224_miil.in21k,79.3702,18.322,91.9164283049372,0.01,4.576545205820172,23.084257372137117,-54.7352126784076,79.3702\pm{18.322},79.3702+-18.322
40,,all,hivit_base_patch16_224_miil.in21k,50.0,-1.0,hivit_base_patch16_224_miil.in21k,81.5075,14.4292,92.51336898395722,0.03,19.711971197119716,17.702937543691455,-43.11061318906433,81.5075\pm{14.4292},81.5075+-14.4292
40,,all,hivit_base_patch16_224_miil.in21k,70.0,-1.0,hivit_base_patch16_224_miil.in21k,77.1578,22.0581,92.07809973883845,0.03,4.588981469966422,28.588323292934536,-65.88851087653008,77.1578\pm{22.0581},77.1578+-22.0581
40,,all,hideit3_base_patch16_224.fb_in1k,25.0,-1.0,hideit3_base_patch16_224.fb_in1k,76.2239,28.4064,93.11030966297724,0.03,4.054222111677652,37.26708221663383,-84.8465459100311,76.2239\pm{28.4064},76.2239+-28.4064
40,,all,hideit3_base_patch16_224.fb_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,84.6745,17.7025,93.446088794926,0.01,16.689466484268127,20.90652805676027,-52.89841060262378,84.6745\pm{17.7025},84.6745+-17.7025
40,,all,hideit3_base_patch16_224.fb_in1k,70.0,-1.0,hideit3_base_patch16_224.fb_in1k,78.1582,28.3032,93.20979977614724,0.03,3.9920407909464,36.212718624860756,-84.54752057404266,78.1582\pm{28.3032},78.1582+-28.3032
40,,all,hideit3_base_patch16_224.fb_in22k_ft_in1k,25.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,75.3378,29.1856,93.6201964929735,0.03,3.0220121875388632,38.73965654162453,-87.16945819516539,75.3378\pm{29.1856},75.3378+-29.1856
40,,all,hideit3_base_patch16_224.fb_in22k_ft_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,76.8227,28.3856,93.27198109687848,0.03,4.203457281432658,36.94948926329316,-84.78734465916571,76.8227\pm{28.3856},76.8227+-28.3856
40,,all,hideit3_base_patch16_224.fb_in22k_ft_in1k,70.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,76.3616,28.5655,93.346598681756,0.03,4.613853998258923,37.40820021261003,-85.32240611519539,76.3616\pm{28.5655},76.3616+-28.5655
40,,all,hivit_base_patch16_224.in1k_mocov3,25.0,-1.0,hivit_base_patch16_224.in1k_mocov3,77.8006,22.0298,92.55067777639596,0.01,8.25767939311031,28.31573257674018,-65.8062691763544,77.8006\pm{22.0298},77.8006+-22.0298
40,,all,hivit_base_patch16_224.in1k_mocov3,50.0,-1.0,hivit_base_patch16_224.in1k_mocov3,81.0914,15.8884,92.4636239273722,0.01,30.273027302730277,19.5931852879361,-47.4692221567833,81.0914\pm{15.8884},81.0914+-15.8884
40,,all,hivit_base_patch16_224.in1k_mocov3,70.0,-1.0,hivit_base_patch16_224.in1k_mocov3,80.5293,17.6512,92.51336898395722,0.01,16.51535878622062,21.918920214148564,-52.73429699592879,80.5293\pm{17.6512},80.5293+-17.6512
40,,all,hivit_base_patch16_224.dino,25.0,-1.0,hivit_base_patch16_224.dino,61.7085,33.1758,91.21999751274716,0.003,3.4572814326576298,53.762058634142626,-98.98969854395932,61.7085\pm{33.1758},61.7085+-33.1758
40,,all,hivit_base_patch16_224.dino,50.0,-1.0,hivit_base_patch16_224.dino,61.7509,31.4151,89.19288645690834,0.003,4.427310036065166,50.87397065388828,-93.73670302153454,61.7509\pm{31.4151},61.7509+-31.4151
40,,all,hivit_base_patch16_224.dino,70.0,-1.0,hivit_base_patch16_224.dino,60.6489,32.7903,88.44671060813332,0.003,2.8603407536376078,54.065820544947016,-97.83036694187614,60.6489\pm{32.7903},60.6489+-32.7903
40,,all,hivit_base_patch16_clip_224.laion2b,25.0,-1.0,hivit_base_patch16_clip_224.laion2b,61.5292,28.851,91.07076234299215,1e-05,4.875015545330183,46.8898769933815,-86.08402352787219,61.5292\pm{28.851},61.5292+-28.851
40,,all,hivit_base_patch16_clip_224.laion2b,50.0,-1.0,hivit_base_patch16_clip_224.laion2b,65.5834,25.4503,91.21999751274716,1e-05,10.269244045564378,38.80597911160663,-75.96274222191113,65.5834\pm{25.4503},65.5834+-25.4503
40,,all,hivit_base_patch16_clip_224.laion2b,70.0,-1.0,hivit_base_patch16_clip_224.laion2b,65.9845,25.7862,91.26974256933217,5e-06,5.229547808077322,39.07915811012103,-76.96780800901156,65.9845\pm{25.7862},65.9845+-25.7862
40,,all,hivit_base_patch16_siglip_224.v2_webli,25.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,73.1474,27.4458,95.18716577540108,0.003,7.99651784603905,37.52122856370996,-81.96221188803128,73.1474\pm{27.4458},73.1474+-27.4458
40,,all,hivit_base_patch16_siglip_224.v2_webli,50.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,82.0613,15.4963,95.14985698296232,0.003,21.073524335519505,18.8838146869689,-46.300045336548315,82.0613\pm{15.4963},82.0613+-15.4963
40,,all,hivit_base_patch16_siglip_224.v2_webli,70.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,68.4976,26.6827,93.66936693669366,0.003,6.6782738465365,38.9542275508353,-79.65864650870681,68.4976\pm{26.6827},68.4976+-26.6827
40,,all,hivit_base_patch16_224.mae,25.0,-1.0,hivit_base_patch16_224.mae,71.8393,27.37,92.38900634249472,0.01,6.752891431414003,38.098972455185645,-81.72912283661016,71.8393\pm{27.37},71.8393+-27.37
40,,all,hivit_base_patch16_224.mae,50.0,-1.0,hivit_base_patch16_224.mae,75.0098,23.2612,91.72988434274345,0.01,10.359408033826638,31.01088976675585,-69.47350520779042,75.0098\pm{23.2612},75.0098+-23.2612
40,,all,hivit_base_patch16_224.mae,70.0,-1.0,hivit_base_patch16_224.mae,72.4505,27.5727,91.49359532396468,0.01,4.750652903867678,38.057247749221744,-82.33739003151022,72.4505\pm{27.5727},72.4505+-27.5727
40,,aircraft_pl,hiresnet50.tv_in1k,25.0,-1.0,hiresnet50.tv_in1k,91.3621,0.8995,92.61926192619262,0.03,90.0990099009901,0.984514051999413,-2.6885740671698466,91.3621\pm{0.8995},91.3621+-0.8995
40,,aircraft_pl,hiresnet50.tv_in1k,50.0,-1.0,hiresnet50.tv_in1k,91.4581,1.2113,92.97929792979298,0.01,89.34893489348934,1.3244561257413217,-3.6207244829345493,91.4581\pm{1.2113},91.4581+-1.2113
40,,aircraft_pl,hiresnet50.tv_in1k,70.0,-1.0,hiresnet50.tv_in1k,91.6112,1.0421,93.12931293129311,0.01,89.91899189918992,1.1375695592803488,-3.1150463496876797,91.6112\pm{1.0421},91.6112+-1.0421
40,,cars_pl,hiresnet50.tv_in1k,25.0,-1.0,hiresnet50.tv_in1k,92.3853,2.3274,94.20470090784728,0.03,86.10869294863824,2.519259334027338,-6.957081432784173,92.3853\pm{2.3274},92.3853+-2.3274
40,,cars_pl,hiresnet50.tv_in1k,50.0,-1.0,hiresnet50.tv_in1k,92.098,2.5586,93.90623056833728,0.01,85.07648302449944,2.778087185726852,-7.647907150510138,92.098\pm{2.5586},92.098+-2.5586
40,,cars_pl,hiresnet50.tv_in1k,70.0,-1.0,hiresnet50.tv_in1k,92.3082,2.3174,94.15495585126229,0.01,86.13356547693073,2.5105357181232497,-6.927183425720081,92.3082\pm{2.3174},92.3082+-2.3174
40,,cub_pl,hiresnet50.tv_in1k,25.0,-1.0,hiresnet50.tv_in1k,82.5923,3.2536,86.36520538488091,0.01,75.59544356230583,3.939324240931201,-9.72134660357904,82.5923\pm{3.2536},82.5923+-3.2536
40,,cub_pl,hiresnet50.tv_in1k,50.0,-1.0,hiresnet50.tv_in1k,82.6752,3.5027,86.52053848809113,0.01,74.55988954090438,4.236690948628414,-10.465708849291673,82.6752\pm{3.5027},82.6752+-3.5027
40,,cub_pl,hiresnet50.tv_in1k,70.0,-1.0,hiresnet50.tv_in1k,82.5751,3.6976,86.39972385226096,0.01,73.36900241629272,4.477850700857878,-11.047987575068275,82.5751\pm{3.6976},82.5751+-3.6976
40,,aircraft_pl,hiresnet50.gluon_in1k,25.0,-1.0,hiresnet50.gluon_in1k,90.9361,1.2406,92.61926192619262,0.03,89.22892289228923,1.3643032897116978,-3.7082893170463436,90.9361\pm{1.2406},90.9361+-1.2406
40,,aircraft_pl,hiresnet50.gluon_in1k,50.0,-1.0,hiresnet50.gluon_in1k,91.0021,1.4869,92.91929192919292,0.03,88.74887488748875,1.6339407101999937,-4.444421680303582,91.0021\pm{1.4869},91.0021+-1.4869
40,,aircraft_pl,hiresnet50.gluon_in1k,70.0,-1.0,hiresnet50.gluon_in1k,91.0441,1.3422,92.91929192919292,0.03,88.80888088808881,1.4742753371197355,-4.011979578302824,91.0441\pm{1.3422},91.0441+-1.3422
40,,cars_pl,hiresnet50.gluon_in1k,25.0,-1.0,hiresnet50.gluon_in1k,91.8617,2.4976,94.11764705882354,0.03,85.4371346847407,2.718910385981931,-7.465723515376893,91.8617\pm{2.4976},91.8617+-2.4976
40,,cars_pl,hiresnet50.gluon_in1k,50.0,-1.0,hiresnet50.gluon_in1k,92.0495,2.3899,93.83161298345976,0.03,85.62367864693447,2.59628888349157,-7.143649632843814,92.0495\pm{2.3899},92.0495+-2.3899
40,,cars_pl,hiresnet50.gluon_in1k,70.0,-1.0,hiresnet50.gluon_in1k,92.1763,2.0826,94.21713717199351,0.03,86.91705011814452,2.259372096538877,-6.2252262177250115,92.1763\pm{2.0826},92.1763+-2.0826
40,,cub_pl,hiresnet50.gluon_in1k,25.0,-1.0,hiresnet50.gluon_in1k,81.5085,3.718,85.08802209181913,0.03,71.71211598205039,4.561428941547851,-11.108236756159537,81.5085\pm{3.718},81.5085+-3.718
40,,cub_pl,hiresnet50.gluon_in1k,50.0,-1.0,hiresnet50.gluon_in1k,81.0166,4.7759,85.53676216775975,0.03,68.29478771142561,5.894954004654252,-14.268718872059528,81.0166\pm{4.7759},81.0166+-4.7759
40,,cub_pl,hiresnet50.gluon_in1k,70.0,-1.0,hiresnet50.gluon_in1k,81.4601,4.0122,85.34691059716948,0.03,70.90093199861926,4.925354197470372,-11.987346427590705,81.4601\pm{4.0122},81.4601+-4.0122
40,,aircraft_pl,hiresnet50.in21k_miil,25.0,-1.0,hiresnet50.in21k_miil,90.8161,1.2859,92.13921392139214,0.0005,88.5088508850885,1.4159737144606466,-3.843635795079454,90.8161\pm{1.2859},90.8161+-1.2859
